precinct,TOTAL,DEM,REP,NAV,OTH,CON,IND,LBT,NLB,PGP,PRO,WFP,WTP,pct_dem,pct_rep,pct_nav,pct_oth,pct_con,pct_ind,pct_lbt,pct_nlb,pct_pgp,pct_pro,pct_wfp,pct_wtp,dem_advantage,major_party_pct,nav_pct_rank,political_lean,cnt_splitt,cnt_cavagnolo,cnt_leof,cnt_writein,cnt_total_votes,participated_election,pct_splitt,pct_cavagnolo,pct_leof,pct_writein,turnout_rate,vote_margin,margin_pct,leading_candidate,competitiveness,dem_performance_vs_reg,rep_performance_vs_reg,high_turnout,engagement_score,record_type,in_zone1,has_voter_data,has_election_data,complete_record
3304,8816.0,4878.0,643.0,2786.0,29.0,5.0,372.0,35.0,18.0,22.0,18.0,9.0,1.0,0.5533121597096189,0.07293557168784029,0.31601633393829404,0.003289473684210526,0.0005671506352087115,0.04219600725952813,0.00397005444646098,0.002041742286751361,0.0024954627949183303,0.002041742286751361,0.0010208711433756805,0.00011343012704174228,0.4803765880217786,0.6262477313974592,0.31601633393829404,Strong Dem,1594.0,577.0,37.0,8.0,2216.0,True,0.7193140794223827,0.26037906137184114,0.016696750902527077,0.0036101083032490976,0.2513611615245009,1017.0,0.45893501805054154,Splitt,Safe,0.1660019197127638,0.18744348968400085,1.0,0.3125567150635209,precinct,True,True,True,True
3305,35.0,15.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2571428571428571,0.2857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.6857142857142857,0.2857142857142857,Lean Dem,7.0,3.0,0.0,0.0,10.0,True,0.7,0.3,0.0,0.0,0.2857142857142857,4.0,0.4,Splitt,Safe,0.2714285714285714,0.04285714285714287,1.0,0.3,precinct,True,True,True,True
3306,8812.0,4054.0,488.0,3444.0,86.0,14.0,453.0,64.0,39.0,53.0,38.0,79.0,0.0,0.46005447117566955,0.05537902859736723,0.3908306854289605,0.009759418974126192,0.0015887426236949613,0.05140717203812982,0.007262823422605538,0.00442578302315025,0.006014525646845211,0.004312301407172038,0.008965047662278711,0.0,0.40467544257830235,0.5154334997730368,0.3908306854289605,Strong Dem,828.0,251.0,32.0,9.0,1120.0,True,0.7392857142857143,0.22410714285714287,0.02857142857142857,0.008035714285714285,0.12709940989559693,577.0,0.5151785714285714,Splitt,Safe,0.27923124311004477,0.16872811425977563,0.0,0.30583295506128005,precinct,True,True,True,True
3307,6109.0,3359.0,288.0,2038.0,27.0,1.0,261.0,34.0,26.0,28.0,22.0,24.0,1.0,0.5498444917335079,0.04714355868390899,0.3336061548534948,0.0044197086266164675,0.0001636929120969062,0.04272385005729252,0.005565559011294811,0.004256015714519562,0.004583401538713373,0.0036012440661319363,0.003928629890325749,0.0001636929120969062,0.502700933049599,0.5969880504174169,0.3336061548534948,Strong Dem,928.0,234.0,19.0,4.0,1185.0,True,0.7831223628691983,0.19746835443037974,0.016033755274261603,0.0033755274261603376,0.19397610083483385,694.0,0.5856540084388185,Splitt,Safe,0.23327787113569043,0.15032479574647076,0.0,0.2984940252087085,precinct,True,True,True,True
3308,4110.0,2218.0,229.0,1379.0,28.0,3.0,142.0,28.0,7.0,21.0,22.0,32.0,1.0,0.5396593673965937,0.055717761557177614,0.33552311435523113,0.006812652068126521,0.00072992700729927,0.03454987834549878,0.006812652068126521,0.0017031630170316302,0.0051094890510948905,0.00535279805352798,0.007785888077858881,0.00024330900243309004,0.4839416058394161,0.5953771289537713,0.33552311435523113,Strong Dem,706.0,127.0,21.0,3.0,857.0,True,0.823803967327888,0.14819136522753792,0.024504084014002333,0.003500583430571762,0.20851581508515815,579.0,0.67561260210035,Splitt,Safe,0.28414459993129426,0.09247360367036031,0.0,0.30656934306569344,precinct,True,True,True,True
3401,828.0,408.0,76.0,292.0,5.0,0.0,42.0,1.0,0.0,3.0,1.0,0.0,0.0,0.4927536231884058,0.09178743961352658,0.3526570048309179,0.006038647342995169,0.0,0.050724637681159424,0.0012077294685990338,0.0,0.0036231884057971015,0.0012077294685990338,0.0,0.0,0.40096618357487923,0.5845410628019324,0.3526570048309179,Strong Dem,134.0,54.0,2.0,0.0,190.0,True,0.7052631578947368,0.28421052631578947,0.010526315789473684,0.0,0.22946859903381642,80.0,0.42105263157894735,Splitt,Safe,0.212509534706331,0.19242308670226288,0.0,0.322463768115942,precinct,True,True,True,True
3402,167.0,79.0,23.0,55.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47305389221556887,0.1377245508982036,0.32934131736526945,0.005988023952095809,0.0,0.05389221556886228,0.0,0.0,0.0,0.0,0.0,0.0,0.33532934131736525,0.6107784431137725,0.32934131736526945,Strong Dem,,,,,,False,,,,,,,,No Election Data,No Election Data,,,,,precinct,False,True,False,False
3801,1282.0,617.0,211.0,359.0,4.0,0.0,78.0,8.0,1.0,3.0,0.0,0.0,1.0,0.48127925117004683,0.16458658346333854,0.2800312012480499,0.0031201248049922,0.0,0.060842433697347896,0.0062402496099844,0.00078003120124805,0.00234009360374415,0.0,0.0,0.00078003120124805,0.3166926677067083,0.6458658346333854,0.2800312012480499,Strong Dem,13.0,7.0,0.0,0.0,20.0,True,0.65,0.35,0.0,0.0,0.015600624024960999,6.0,0.3,Splitt,Safe,0.1687207488299532,0.18541341653666144,0.0,0.18486739469578778,precinct,True,True,True,True
3802,2203.0,1110.0,342.0,596.0,11.0,0.0,115.0,9.0,5.0,8.0,3.0,4.0,0.0,0.5038583749432592,0.15524285065819338,0.2705401724920563,0.004993191103041307,0.0,0.05220154334997731,0.0040853381752156154,0.0022696323195642307,0.003631411711302769,0.0013617793917385383,0.0018157058556513845,0.0,0.34861552428506587,0.6591012256014526,0.2705401724920563,Strong Dem,347.0,137.0,11.0,1.0,496.0,True,0.6995967741935484,0.2762096774193548,0.02217741935483871,0.0020161290322580645,0.22514752610077168,210.0,0.42338709677419356,Splitt,Safe,0.19573839925028913,0.12096682676116144,0.0,0.28302315024965957,precinct,True,True,True,True
3803,8641.0,5070.0,864.0,2195.0,35.0,0.0,344.0,47.0,14.0,35.0,13.0,20.0,4.0,0.5867376461057748,0.0999884272653628,0.2540215252864252,0.004050457123018169,0.0,0.03981020715195001,0.005439185279481541,0.0016201828492072676,0.004050457123018169,0.00150445550283532,0.002314546927438954,0.0004629093854877908,0.486749218840412,0.6867260733711377,0.2540215252864252,Strong Dem,2033.0,641.0,31.0,16.0,2721.0,True,0.7471517824329291,0.23557515619257627,0.01139287026828372,0.005880191106210952,0.3148941094780697,1392.0,0.5115766262403528,Splitt,Safe,0.1604141363271543,0.13558672892721346,1.0,0.314084018053466,precinct,True,True,True,True
3804,3956.0,2056.0,411.0,1241.0,22.0,1.0,165.0,23.0,4.0,17.0,6.0,10.0,0.0,0.5197168857431749,0.1038928210313448,0.3137007077856421,0.005561172901921132,0.0002527805864509606,0.041708796764408494,0.005813953488372093,0.0010111223458038423,0.004297269969666329,0.0015166835187057635,0.0025278058645096056,0.0,0.4158240647118301,0.6236097067745197,0.3137007077856421,Strong Dem,680.0,208.0,18.0,6.0,912.0,True,0.7456140350877193,0.22807017543859648,0.019736842105263157,0.006578947368421052,0.23053589484327602,472.0,0.5175438596491229,Splitt,Safe,0.2258971493445444,0.12417735440725168,1.0,0.3034630940343782,precinct,True,True,True,True
3805,7567.0,4109.0,660.0,2318.0,21.0,3.0,337.0,43.0,21.0,26.0,15.0,14.0,0.0,0.5430157261794635,0.08722082727633144,0.30633011761596407,0.0027752081406105457,0.00039645830580150654,0.04453548301836924,0.005682569049821594,0.0027752081406105457,0.003435971983613057,0.001982291529007533,0.0018501387604070306,0.0,0.455794898903132,0.6302365534557949,0.30633011761596407,Strong Dem,1426.0,389.0,28.0,5.0,1848.0,True,0.7716450216450217,0.2104978354978355,0.015151515151515152,0.0027056277056277055,0.24421831637372804,1037.0,0.5611471861471862,Splitt,Safe,0.2286292954655582,0.12327700822150404,1.0,0.3069908814589666,precinct,True,True,True,True
3806,184.0,104.0,6.0,62.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.03260869565217391,0.33695652173913043,0.0,0.0,0.05434782608695652,0.005434782608695652,0.005434782608695652,0.0,0.0,0.0,0.0,0.5326086956521738,0.5978260869565217,0.33695652173913043,Strong Dem,,,,,,False,,,,,,,,No Election Data,No Election Data,,,,,precinct,False,True,False,False
4101,3213.0,2046.0,221.0,779.0,10.0,1.0,126.0,10.0,3.0,8.0,5.0,4.0,0.0,0.6367880485527544,0.06878306878306878,0.24245253657018362,0.003112356053532524,0.0003112356053532524,0.0392156862745098,0.003112356053532524,0.0009337068160597573,0.0024898848428260194,0.001556178026766262,0.0012449424214130097,0.0,0.5680049797696856,0.7055711173358232,0.24245253657018362,Strong Dem,885.0,181.0,15.0,7.0,1088.0,True,0.8134191176470589,0.16636029411764705,0.013786764705882353,0.006433823529411764,0.3386243386243386,704.0,0.6470588235294118,Splitt,Safe,0.17663106909430448,0.09757722533457827,1.0,0.3165266106442577,precinct,True,True,True,True
4102,3480.0,2124.0,203.0,922.0,19.0,0.0,152.0,16.0,7.0,19.0,8.0,10.0,0.0,0.6103448275862069,0.058333333333333334,0.2649425287356322,0.005459770114942529,0.0,0.04367816091954023,0.004597701149425287,0.002011494252873563,0.005459770114942529,0.0022988505747126436,0.0028735632183908046,0.0,0.5520114942528735,0.6686781609195402,0.2649425287356322,Strong Dem,737.0,141.0,17.0,3.0,898.0,True,0.8207126948775055,0.15701559020044542,0.01893095768374165,0.0033407572383073497,0.25804597701149423,596.0,0.6636971046770601,Splitt,Safe,0.21036786729129864,0.09868225686711209,1.0,0.294683908045977,precinct,True,True,True,True
4103,4057.0,2576.0,319.0,928.0,17.0,1.0,164.0,8.0,5.0,22.0,7.0,10.0,0.0,0.6349519349272862,0.07862952920877496,0.22874044860734533,0.004190288390436283,0.00024648755237860487,0.0404239585900912,0.001971900419028839,0.0012324377618930244,0.005422726152329307,0.0017254128666502342,0.002464875523786049,0.0,0.5563224057185112,0.7135814641360612,0.22874044860734533,Strong Dem,1126.0,288.0,16.0,8.0,1438.0,True,0.7830319888734353,0.20027816411682892,0.011126564673157162,0.005563282336578581,0.3544491003204338,838.0,0.5827538247566064,Splitt,Safe,0.1480800539461491,0.12164863490805396,1.0,0.3204338180921863,precinct,True,True,True,True
4104,6139.0,3741.0,353.0,1653.0,44.0,7.0,225.0,19.0,12.0,29.0,19.0,37.0,0.0,0.6093826356084053,0.05750122169734485,0.26926209480371394,0.007167291089754032,0.0011402508551881414,0.03665092034533311,0.003094966606939241,0.0019547157517510994,0.004723896400065157,0.003094966606939241,0.00602704023456589,0.0,0.5518814139110605,0.6668838573057502,0.26926209480371394,Strong Dem,1567.0,261.0,22.0,8.0,1858.0,True,0.8433799784714747,0.14047362755651238,0.011840688912809472,0.004305705059203444,0.30265515556279526,1306.0,0.7029063509149623,Splitt,Safe,0.2339973428630694,0.08297240585916754,1.0,0.3178856491285226,precinct,True,True,True,True
4105,7445.0,4753.0,340.0,1943.0,39.0,0.0,262.0,23.0,15.0,30.0,21.0,19.0,0.0,0.6384150436534587,0.04566823371390195,0.2609805238415044,0.005238415043653459,0.0,0.03519140362659503,0.0030893216924110143,0.0020147750167897917,0.004029550033579583,0.0028206850235057085,0.0025520483546004028,0.0,0.5927468099395568,0.6840832773673606,0.2609805238415044,Strong Dem,1843.0,318.0,29.0,10.0,2200.0,True,0.8377272727272728,0.14454545454545453,0.013181818181818182,0.004545454545454545,0.2955003357958361,1525.0,0.6931818181818182,Splitt,Safe,0.19931222907381407,0.09887722083155259,1.0,0.30570852921423775,precinct,True,True,True,True
4201,6474.0,3739.0,215.0,2097.0,33.0,3.0,218.0,34.0,16.0,46.0,35.0,38.0,0.0,0.5775409329626197,0.03320976212542478,0.32391102873030586,0.005097312326227989,0.0004633920296570899,0.03367315415508187,0.005251776336113685,0.002471424158171146,0.007105344454742045,0.0054062403459993824,0.005869632375656472,0.0,0.5443311708371948,0.6107506950880445,0.32391102873030586,Strong Dem,1277.0,161.0,16.0,1.0,1455.0,True,0.8776632302405498,0.11065292096219931,0.010996563573883162,0.0006872852233676976,0.2247451343836886,1116.0,0.7670103092783506,Splitt,Safe,0.30012229727793016,0.07744315883677452,0.0,0.30699721964782206,precinct,True,True,True,True
4202,9000.0,5848.0,239.0,2403.0,49.0,2.0,271.0,36.0,19.0,76.0,33.0,24.0,0.0,0.6497777777777778,0.026555555555555554,0.267,0.0054444444444444445,0.00022222222222222223,0.030111111111111113,0.004,0.002111111111111111,0.008444444444444444,0.0036666666666666666,0.0026666666666666666,0.0,0.6232222222222222,0.6763333333333333,0.267,Strong Dem,2100.0,295.0,31.0,1.0,2427.0,True,0.865265760197775,0.1215492377420684,0.01277297074577668,0.00041203131437989287,0.26966666666666667,1805.0,0.7437165224557066,Splitt,Safe,0.21548798241999723,0.09499368218651284,1.0,0.29666666666666663,precinct,True,True,True,True
4203,8236.0,5134.0,307.0,2340.0,35.0,2.0,244.0,41.0,18.0,58.0,22.0,35.0,0.0,0.6233608547838757,0.03727537639630889,0.2841185041282176,0.004249635745507528,0.00024283632831471587,0.02962603205439534,0.004978144730451675,0.002185526954832443,0.007042253521126761,0.0026711996114618746,0.004249635745507528,0.0,0.5860854783875669,0.6606362311801846,0.2841185041282176,Strong Dem,1840.0,261.0,28.0,5.0,2134.0,True,0.8622305529522024,0.12230552952202436,0.013120899718837863,0.0023430178069353325,0.25910636231180184,1579.0,0.7399250234301781,Splitt,Safe,0.2388696981683267,0.08503015312571548,1.0,0.29923506556580864,precinct,True,True,True,True
4204,7862.0,4986.0,240.0,2170.0,31.0,4.0,261.0,34.0,19.0,57.0,29.0,31.0,0.0,0.6341897735945052,0.030526583566522512,0.27601119308064104,0.003943017044009158,0.0005087763927753752,0.03319765962859323,0.0043245993385906895,0.0024166878656830325,0.007250063597049097,0.00368862884762147,0.003943017044009158,0.0,0.6036631900279827,0.6647163571610277,0.27601119308064104,Strong Dem,1971.0,266.0,13.0,9.0,2259.0,True,0.8725099601593626,0.11775121735281098,0.005754758742806552,0.00398406374501992,0.28733146781989316,1705.0,0.7547587428065515,Splitt,Safe,0.23832018656485732,0.08722463378628847,1.0,0.3113075553294327,precinct,True,True,True,True
4205,8771.0,5076.0,231.0,2902.0,41.0,6.0,283.0,44.0,26.0,62.0,48.0,52.0,0.0,0.578725344886558,0.026336791699920193,0.3308630714855775,0.004674495496522631,0.0006840725116862387,0.03226542013453426,0.005016531752365751,0.0029643142173070344,0.007068749287424467,0.00547258009348991,0.005928628434614069,0.0,0.5523885531866378,0.6050621365864782,0.3308630714855775,Strong Dem,1343.0,159.0,19.0,7.0,1528.0,True,0.8789267015706806,0.10405759162303665,0.012434554973821989,0.004581151832460733,0.1742104663094288,1184.0,0.774869109947644,Splitt,Safe,0.3002013566841226,0.07772079992311647,0.0,0.2845741648614753,precinct,True,True,True,True
4206,6621.0,3796.0,220.0,2129.0,40.0,4.0,251.0,40.0,17.0,50.0,24.0,50.0,0.0,0.5733272919498565,0.03322760912248905,0.32155263555354174,0.006041383476816191,0.0006041383476816191,0.0379096813170216,0.006041383476816191,0.002567587977646881,0.007551729346020239,0.0036248300860897147,0.007551729346020239,0.0,0.5400996828273675,0.6065549010723456,0.32155263555354174,Strong Dem,1175.0,165.0,20.0,5.0,1365.0,True,0.8608058608058609,0.12087912087912088,0.014652014652014652,0.003663003663003663,0.20616221114635253,1010.0,0.73992673992674,Splitt,Safe,0.2874785688560043,0.08765151175663183,0.0,0.29980365503700346,precinct,True,True,True,True
4207,3762.0,2469.0,163.0,927.0,17.0,1.0,127.0,14.0,5.0,17.0,10.0,12.0,0.0,0.6562998405103668,0.04332801701222754,0.24641148325358853,0.004518872939925572,0.0002658160552897395,0.03375863902179692,0.003721424774056353,0.0013290802764486975,0.004518872939925572,0.002658160552897395,0.003189792663476874,0.0,0.6129718234981393,0.6996278575225944,0.24641148325358853,Strong Dem,968.0,174.0,6.0,5.0,1153.0,True,0.839549002601908,0.15091066782307025,0.005203816131830009,0.004336513443191674,0.30648591174906964,794.0,0.6886383347788378,Splitt,Safe,0.18324916209154118,0.1075826508108427,1.0,0.3034290271132376,precinct,True,True,True,True
4208,3553.0,2380.0,169.0,818.0,18.0,1.0,112.0,23.0,5.0,12.0,4.0,10.0,1.0,0.6698564593301436,0.04756543765831692,0.23022797635800732,0.0050661412890515055,0.00028145229383619476,0.031522656909653814,0.00647340275823248,0.0014072614691809737,0.0033774275260343373,0.001125809175344779,0.0028145229383619475,0.00028145229383619476,0.6222910216718267,0.7174218969884605,0.23022797635800732,Strong Dem,952.0,196.0,13.0,7.0,1168.0,True,0.815068493150685,0.1678082191780822,0.01113013698630137,0.0059931506849315065,0.3287362792006755,756.0,0.6472602739726028,Splitt,Safe,0.14521203382054138,0.12024278151976528,1.0,0.3056571911061075,precinct,True,True,True,True
4301,5177.0,3134.0,144.0,1564.0,22.0,4.0,181.0,21.0,12.0,28.0,17.0,50.0,0.0,0.6053699053505891,0.027815337067799883,0.3021054664863821,0.004249565385358316,0.0007726482518833301,0.03496233339772069,0.004056403322387483,0.0023179447556499902,0.0054085377631833105,0.003283755070504153,0.009658103148541626,0.0,0.5775545682827892,0.633185242418389,0.3021054664863821,Strong Dem,927.0,120.0,24.0,3.0,1074.0,True,0.8631284916201117,0.11173184357541899,0.0223463687150838,0.002793296089385475,0.20745605563067412,807.0,0.7513966480446927,Splitt,Safe,0.25775858626952264,0.0839165065076191,0.0,0.28713540660614256,precinct,True,True,True,True
4302,7357.0,4175.0,200.0,2510.0,30.0,4.0,252.0,35.0,22.0,44.0,25.0,60.0,0.0,0.5674867473154819,0.027184993883376377,0.34117167323637354,0.004077749082506457,0.0005436998776675275,0.03425309229305423,0.004757373929590866,0.0029903493271714013,0.005980698654342803,0.003398124235422047,0.008155498165012914,0.0,0.5403017534321055,0.5946717411988582,0.34117167323637354,Strong Dem,1044.0,156.0,21.0,3.0,1224.0,True,0.8529411764705882,0.12745098039215685,0.01715686274509804,0.0024509803921568627,0.16637216256626342,888.0,0.7254901960784313,Splitt,Safe,0.2854544291551063,0.10026598650878048,0.0,0.2858502106837026,precinct,True,True,True,True
4303,8768.0,5589.0,198.0,2482.0,54.0,3.0,239.0,40.0,18.0,56.0,21.0,68.0,0.0,0.6374315693430657,0.022582116788321168,0.2830748175182482,0.0061587591240875915,0.00034215328467153286,0.027258211678832116,0.004562043795620438,0.002052919708029197,0.006386861313868613,0.00239507299270073,0.007755474452554745,0.0,0.6148494525547445,0.6600136861313868,0.2830748175182482,Strong Dem,1638.0,168.0,35.0,6.0,1847.0,True,0.8868435300487276,0.09095831077422847,0.018949648077964266,0.0032485110990795887,0.21065237226277372,1470.0,0.7958852192744992,Splitt,Safe,0.24941196070566196,0.0683761939859073,0.0,0.2753193430656935,precinct,True,True,True,True
4304,8252.0,5246.0,247.0,2266.0,41.0,4.0,288.0,29.0,19.0,41.0,21.0,50.0,0.0,0.6357246728065924,0.029932137663596703,0.27460009694619486,0.0049684924866698985,0.0004847309743092584,0.0349006301502666,0.003514299563742123,0.0023024721279689773,0.0049684924866698985,0.0025448376151236064,0.0060591371788657295,0.0,0.6057925351429957,0.6656568104701891,0.27460009694619486,Strong Dem,1886.0,239.0,33.0,5.0,2163.0,True,0.8719371243643088,0.11049468331021729,0.015256588072122053,0.002311604253351826,0.26211827435773144,1647.0,0.7614424410540915,Splitt,Safe,0.23621245155771642,0.08056254564662059,1.0,0.29823073194377114,precinct,True,True,True,True
4305,8369.0,5506.0,288.0,2178.0,51.0,4.0,212.0,21.0,12.0,44.0,16.0,37.0,0.0,0.6579041701517505,0.03441271358585255,0.2602461464930099,0.006093918030828056,0.0004779543553590632,0.02533158083403035,0.002509260365635082,0.0014338630660771896,0.005257497908949695,0.0019118174214362528,0.004421077787071335,0.0,0.623491456565898,0.692316883737603,0.2602461464930099,Strong Dem,1934.0,274.0,21.0,11.0,2240.0,True,0.8633928571428572,0.12232142857142857,0.009375,0.004910714285714286,0.2676544390010754,1660.0,0.7410714285714286,Splitt,Safe,0.20548868699110667,0.08790871498557601,1.0,0.28766877763173615,precinct,True,True,True,True
