precinct,TOTAL,DEM,REP,NAV,OTH,CON,IND,LBT,NLB,PGP,PRO,WFP,WTP,candidate_sanchez_bautista,candidate_la_forte,candidate_write_in,total_votes,votes_sanchez_bautista,votes_la_forte,votes_write_in,votes_total,is_county_rollup,is_zone1_precinct,is_non_zone1_precinct,is_summary,record_type,has_voter_registration,has_election_results,is_complete_record,reg_pct_dem,reg_pct_rep,reg_pct_nav,reg_pct_oth,reg_pct_con,reg_pct_ind,reg_pct_lbt,reg_pct_nlb,reg_pct_pgp,reg_pct_pro,reg_pct_wfp,reg_pct_wtp,dem_advantage,major_party_pct,political_lean,turnout_rate,vote_pct_sanchez_bautista,vote_pct_la_forte,vote_pct_write_in,vote_margin,margin_pct,leading_candidate,second_candidate,competitiveness,is_competitive,zone1_total_votes,zone1_vote_share,precinct_size,vote_pct_contribution_sanchez_bautista,vote_pct_contribution_la_forte,vote_pct_contribution_write_in,vote_pct_contribution_total_votes
4202,9000.0,5848.0,239.0,2403.0,49.0,2.0,271.0,36.0,19.0,76.0,33.0,24.0,0.0,1467.0,1134.0,2.0,2603.0,1467,1134,2,2603,False,True,False,False,zone1_precinct,True,True,True,64.97777777777777,2.6555555555555554,26.700000000000003,0.5444444444444444,0.022222222222222223,3.011111111111111,0.4,0.21111111111111108,0.8444444444444443,0.36666666666666664,0.26666666666666666,0.0,62.322222222222216,67.63333333333333,Strong Dem,28.92222222222222,56.35804840568574,43.56511717249328,0.0768344218209758,333,12.79293123319247,Sanchez Bautista,La Forte,Safe,False,98423,2.6539018372382293,Extra Large,3.0159121746638706,2.2966623460790667,0.49382716049382713,2.6447070298609066
4203,8236.0,5134.0,307.0,2340.0,35.0,2.0,244.0,41.0,18.0,58.0,22.0,35.0,0.0,1414.0,932.0,7.0,2353.0,1414,932,7,2353,False,True,False,False,zone1_precinct,True,True,True,62.336085478387574,3.7275376396308886,28.41185041282176,0.4249635745507528,0.024283632831471585,2.962603205439534,0.4978144730451675,0.2185526954832443,0.7042253521126761,0.26711996114618747,0.4249635745507528,0.0,58.608547838756685,66.06362311801846,Strong Dem,28.569694026226323,60.093497662558434,39.609009774755634,0.2974925626859329,482,20.484487887802803,Sanchez Bautista,La Forte,Safe,False,98423,2.3990130706959483,Extra Large,2.9069528391102337,1.8875567077122488,1.728395061728395,2.3907013604543654
4204,7862.0,4986.0,240.0,2170.0,31.0,4.0,261.0,34.0,19.0,57.0,29.0,31.0,0.0,1265.0,1145.0,17.0,2427.0,1265,1145,17,2427,False,True,False,False,zone1_precinct,True,True,True,63.41897735945052,3.0526583566522514,27.601119308064103,0.39430170440091583,0.05087763927753752,3.3197659628593232,0.43245993385906895,0.24166878656830323,0.7250063597049097,0.368862884762147,0.39430170440091583,0.0,60.36631900279827,66.47163571610277,Strong Dem,30.87000763164589,52.12196126905645,47.177585496497734,0.7004532344458179,120,4.944375772558715,Sanchez Bautista,La Forte,Toss-up,True,98423,2.474460145592463,Extra Large,2.600633197648123,2.3189403758911213,4.197530864197531,2.4658870385987015
4205,8771.0,5076.0,231.0,2902.0,41.0,6.0,283.0,44.0,26.0,62.0,48.0,52.0,0.0,1009.0,618.0,4.0,1631.0,1009,618,4,1631,False,True,False,False,zone1_precinct,True,True,True,57.8725344886558,2.6336791699920195,33.08630714855775,0.4674495496522631,0.06840725116862387,3.226542013453426,0.501653175236575,0.2964314217307034,0.7068749287424467,0.5472580093489909,0.5928628434614068,0.0,55.23885531866378,60.50621365864782,Strong Dem,18.595371109337588,61.8638871857756,37.890864500306556,0.2452483139178418,391,23.973022685469036,Sanchez Bautista,La Forte,Safe,False,98423,1.662894312921841,Extra Large,2.074339048558859,1.2516202203499676,0.9876543209876543,1.6571329872082745
4206,6621.0,3796.0,220.0,2129.0,40.0,4.0,251.0,40.0,17.0,50.0,24.0,50.0,0.0,949.0,611.0,8.0,1568.0,949,611,8,1568,False,True,False,False,zone1_precinct,True,True,True,57.33272919498565,3.322760912248905,32.155263555354175,0.6041383476816191,0.06041383476816191,3.7909681317021597,0.6041383476816191,0.25675879776468813,0.7551729346020238,0.3624830086089715,0.7551729346020238,0.0,54.00996828273675,60.655490107234556,Strong Dem,23.68222322911947,60.52295918367348,38.96683673469388,0.5102040816326531,338,21.556122448979593,Sanchez Bautista,La Forte,Safe,False,98423,1.598662343753186,Extra Large,1.9509888573660623,1.2374432922877512,1.9753086419753085,1.5931235585178263
4207,3762.0,2469.0,163.0,927.0,17.0,1.0,127.0,14.0,5.0,17.0,10.0,12.0,0.0,521.0,695.0,11.0,1227.0,521,695,11,1227,False,True,False,False,zone1_precinct,True,True,True,65.62998405103669,4.332801701222754,24.641148325358852,0.45188729399255717,0.026581605528973953,3.3758639021796917,0.3721424774056353,0.13290802764486975,0.45188729399255717,0.2658160552897395,0.3189792663476874,0.0,61.29718234981393,69.96278575225944,Strong Dem,32.61562998405104,42.46128769356153,56.64221678891606,0.8964955175224123,174,14.180929095354522,La Forte,Sanchez Bautista,Safe,False,98423,1.250994066189515,Large,1.0710908268574484,1.4075664290343486,2.7160493827160495,1.246659825447304
4208,3553.0,2380.0,169.0,818.0,18.0,1.0,112.0,23.0,5.0,12.0,4.0,10.0,1.0,478.0,751.0,3.0,1232.0,478,751,3,1232,False,True,False,False,zone1_precinct,True,True,True,66.98564593301435,4.756543765831692,23.022797635800732,0.5066141289051506,0.028145229383619477,3.1522656909653812,0.647340275823248,0.14072614691809737,0.3377427526034337,0.11258091753447791,0.28145229383619474,0.028145229383619477,62.22910216718266,71.74218969884605,Strong Dem,34.6749226006192,38.798701298701296,60.9577922077922,0.2435064935064935,273,22.15909090909091,La Forte,Sanchez Bautista,Safe,False,98423,1.2560918415203606,Large,0.982689856502611,1.5209818535320803,0.7407407407407408,1.2517399388354349
4301,5177.0,3134.0,144.0,1564.0,22.0,4.0,181.0,21.0,12.0,28.0,17.0,50.0,0.0,682.0,455.0,4.0,1141.0,682,455,4,1141,False,True,False,False,zone1_precinct,True,True,True,60.53699053505891,2.7815337067799883,30.21054664863821,0.4249565385358316,0.07726482518833301,3.496233339772069,0.4056403322387483,0.23179447556499902,0.5408537763183311,0.3283755070504153,0.9658103148541627,0.0,57.75545682827892,63.3185242418389,Strong Dem,22.03979138497199,59.77212971078002,39.87730061349693,0.35056967572305,227,19.894829097283086,Sanchez Bautista,La Forte,Safe,False,98423,1.1633123304989703,Large,1.4020805065581186,0.92150032404407,0.9876543209876543,1.159281875171454
4302,7357.0,4175.0,200.0,2510.0,30.0,4.0,252.0,35.0,22.0,44.0,25.0,60.0,0.0,828.0,508.0,4.0,1340.0,828,508,4,1340,False,True,False,False,zone1_precinct,True,True,True,56.748674731548185,2.7184993883376376,34.117167323637354,0.40777490825064566,0.05436998776675275,3.425309229305423,0.47573739295908657,0.29903493271714016,0.5980698654342803,0.3398124235422047,0.8155498165012913,0.0,54.030175343210544,59.467174119885826,Strong Dem,18.21394590186217,61.791044776119406,37.91044776119403,0.2985074626865672,320,23.88059701492537,Sanchez Bautista,La Forte,Safe,False,98423,1.366203788666626,Extra Large,1.7022326384605897,1.028839922229423,0.9876543209876543,1.3614703880190604
4303,8768.0,5589.0,198.0,2482.0,54.0,3.0,239.0,40.0,18.0,56.0,21.0,68.0,0.0,1203.0,830.0,4.0,2037.0,1203,830,4,2037,False,True,False,False,zone1_precinct,True,True,True,63.74315693430657,2.258211678832117,28.30748175182482,0.6158759124087592,0.034215328467153285,2.7258211678832116,0.45620437956204374,0.20529197080291972,0.6386861313868614,0.239507299270073,0.7755474452554745,0.0,61.48494525547445,66.00136861313868,Strong Dem,23.23220802919708,59.057437407952875,40.74619538537064,0.19636720667648502,373,18.311242022582228,Sanchez Bautista,La Forte,Safe,False,98423,2.076833669786505,Extra Large,2.473171333415567,1.6809786130913804,0.9876543209876543,2.0696381943244972
4304,8252.0,5246.0,247.0,2266.0,41.0,4.0,288.0,29.0,19.0,41.0,21.0,50.0,0.0,1099.0,1230.0,7.0,2336.0,1099,1230,7,2336,False,True,False,False,zone1_precinct,True,True,True,63.57246728065924,2.9932137663596703,27.460009694619487,0.4968492486669899,0.048473097430925836,3.49006301502666,0.3514299563742123,0.23024721279689772,0.4968492486669899,0.25448376151236063,0.605913717886573,0.0,60.579253514299566,66.56568104701891,Strong Dem,28.30828889966069,47.04623287671233,52.6541095890411,0.2996575342465753,131,5.607876712328768,La Forte,Sanchez Bautista,Competitive,True,98423,2.381680634571073,Extra Large,2.259364335348053,2.4910887880751784,1.728395061728395,2.3734289749347206
4305,8369.0,5506.0,288.0,2178.0,51.0,4.0,212.0,21.0,12.0,44.0,16.0,37.0,0.0,1155.0,1298.0,3.0,2456.0,1155,1298,3,2456,False,True,False,False,zone1_precinct,True,True,True,65.79041701517505,3.4412713585852552,26.024614649300993,0.6093918030828056,0.04779543553590632,2.533158083403035,0.2509260365635082,0.14338630660771895,0.5257497908949695,0.19118174214362527,0.4421077787071335,0.0,62.3491456565898,69.2316883737603,Strong Dem,29.346397419046482,47.027687296416936,52.850162866449516,0.12214983713355047,143,5.822475570032573,La Forte,Sanchez Bautista,Competitive,True,98423,2.504027242511368,Extra Large,2.37449118046133,2.6288075178224237,0.7407407407407408,2.4953516962498603
4306,7724.0,5126.0,365.0,1836.0,26.0,1.0,261.0,30.0,16.0,24.0,24.0,14.0,1.0,946.0,1730.0,5.0,2681.0,946,1730,5,2681,False,True,False,False,zone1_precinct,True,True,True,66.36457793889177,4.7255308130502325,23.770067322630762,0.33661315380631796,0.01294665976178146,3.379078197824961,0.38839979285344384,0.20714655618850336,0.31071983428275507,0.31071983428275507,0.18125323666494045,0.01294665976178146,61.639047125841536,71.090108751942,Strong Dem,34.709994821336096,35.285341290563224,64.52816113390526,0.18649757553151808,784,29.242819843342037,La Forte,Sanchez Bautista,Safe,False,98423,2.733427132399421,Extra Large,1.9448213478064227,3.503726506804925,1.2345679012345678,2.723956798715747
4307,8734.0,5458.0,353.0,2420.0,33.0,2.0,305.0,33.0,11.0,52.0,22.0,45.0,0.0,1300.0,1136.0,4.0,2440.0,1300,1136,4,2440,False,True,False,False,zone1_precinct,True,True,True,62.49141286924662,4.04167620792306,27.70780856423174,0.3778337531486146,0.02289901534234028,3.492099839706893,0.3778337531486146,0.12594458438287154,0.5953743989008472,0.2518891687657431,0.5152278452026563,0.0,58.44973666132356,66.53308907716968,Strong Dem,27.936798717655144,53.278688524590166,46.557377049180324,0.16393442622950818,164,6.721311475409836,Sanchez Bautista,La Forte,Competitive,True,98423,2.487714361452662,Extra Large,2.6725874758439208,2.3007128969539856,0.9876543209876543,2.4790953334078414
4401,6096.0,3282.0,349.0,2077.0,43.0,3.0,202.0,32.0,13.0,22.0,12.0,61.0,0.0,800.0,499.0,2.0,1301.0,800,499,2,1301,False,True,False,False,zone1_precinct,True,True,True,53.838582677165356,5.725065616797901,34.07152230971129,0.7053805774278216,0.049212598425196846,3.3136482939632548,0.5249343832020997,0.21325459317585302,0.36089238845144356,0.19685039370078738,1.0006561679790027,0.0,48.11351706036746,59.563648293963254,Strong Dem,21.341863517060368,61.49116064565718,38.35511145272867,0.15372790161414296,301,23.136049192928517,Sanchez Bautista,La Forte,Safe,False,98423,1.3264411410860302,Extra Large,1.6446692159039513,1.0106124432922878,0.49382716049382713,1.3218455035916403
4402,7880.0,4154.0,430.0,2806.0,46.0,6.0,238.0,25.0,21.0,57.0,24.0,73.0,0.0,1010.0,632.0,12.0,1654.0,1010,632,12,1654,False,True,False,False,zone1_precinct,True,True,True,52.71573604060914,5.456852791878172,35.609137055837564,0.583756345177665,0.07614213197969542,3.020304568527919,0.31725888324873097,0.266497461928934,0.7233502538071066,0.3045685279187817,0.9263959390862945,0.0,47.25888324873097,58.17258883248731,Strong Dem,20.98984771573604,61.06408706166868,38.21039903264813,0.7255139056831923,378,22.853688029020557,Sanchez Bautista,La Forte,Safe,False,98423,1.6863440794437308,Extra Large,2.0763948850787384,1.2799740764744005,2.9629629629629632,1.680501508793676
4403,9581.0,5213.0,489.0,3282.0,55.0,11.0,306.0,35.0,21.0,36.0,22.0,109.0,2.0,1200.0,866.0,15.0,2081.0,1200,866,15,2081,False,True,False,False,zone1_precinct,True,True,True,54.409769335142464,5.103851372508089,34.2552969418641,0.5740528128587831,0.1148105625717566,3.1938211042688653,0.36530633545558916,0.2191838012733535,0.3757436593257489,0.2296211251435132,1.1376683018474063,0.020874647740319382,49.305917962634375,59.51362070765055,Strong Dem,21.720070973802315,57.664584334454595,41.61460836136473,0.7208073041806823,334,16.04997597308986,Sanchez Bautista,La Forte,Safe,False,98423,2.1216940926979464,Extra Large,2.467003823855927,1.7538885288399222,3.7037037037037033,2.1143431921400486
4404,7751.0,4804.0,398.0,2114.0,38.0,2.0,265.0,25.0,11.0,46.0,9.0,38.0,1.0,1233.0,1015.0,7.0,2255.0,1233,1015,7,2255,False,True,False,False,zone1_precinct,True,True,True,61.979099471035994,5.134821313378919,27.273900141917174,0.49025932137788675,0.02580312217778351,3.4189136885563154,0.3225390272222939,0.14191717197780931,0.5934718100890208,0.11611404980002579,0.49025932137788675,0.012901561088891756,56.84427815765707,67.11392078441492,Strong Dem,29.09302025545091,54.67849223946784,45.01108647450111,0.31042128603104213,218,9.667405764966741,Sanchez Bautista,La Forte,Competitive,True,98423,2.299096674211374,Extra Large,2.534846429011965,2.055654569021387,1.728395061728395,2.2911311380470014
4405,9768.0,5732.0,351.0,3095.0,54.0,7.0,285.0,45.0,27.0,58.0,42.0,71.0,1.0,1354.0,960.0,7.0,2321.0,1354,960,7,2321,False,True,False,False,zone1_precinct,True,True,True,58.68140868140868,3.593366093366093,31.685094185094187,0.5528255528255528,0.07166257166257166,2.9176904176904177,0.4606879606879607,0.2764127764127764,0.5937755937755937,0.42997542997543,0.7268632268632269,0.010237510237510239,55.08804258804259,62.27477477477478,Strong Dem,23.76126126126126,58.33692373976734,41.361482119775964,0.3015941404566997,394,16.975441619991383,Sanchez Bautista,La Forte,Safe,False,98423,2.3663873085785365,Extra Large,2.7836026479174376,1.9442644199611145,1.728395061728395,2.358188634770328
4406,8846.0,4104.0,775.0,3342.0,67.0,6.0,357.0,42.0,41.0,36.0,16.0,59.0,1.0,863.0,703.0,10.0,1576.0,863,703,10,1576,False,True,False,False,zone1_precinct,True,True,True,46.393850327831785,8.761021930816188,37.77978747456478,0.757404476599593,0.06782726656115759,4.035722360388876,0.4747908659281031,0.4634863215012435,0.40696359936694554,0.18087271082975356,0.6669681211847163,0.011304544426859598,37.6328283970156,55.15487225864797,Strong Dem,17.815962016730726,54.75888324873096,44.60659898477157,0.6345177664974619,160,10.152284263959391,Sanchez Bautista,La Forte,Safe,False,98423,1.606818784282539,Extra Large,1.7741869166563875,1.4237686325340246,2.4691358024691357,1.6012517399388353
4407,53.0,17.0,9.0,18.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,True,False,other_precinct,True,False,False,32.075471698113205,16.9811320754717,33.9622641509434,3.7735849056603774,0.0,11.320754716981133,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,15.094339622641506,49.056603773584904,Lean Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Small,0.0,0.0,0.0,0.0
4501,9517.0,6414.0,545.0,2131.0,37.0,0.0,294.0,22.0,13.0,30.0,10.0,21.0,0.0,1321.0,2207.0,9.0,3537.0,1321,2207,9,3537,False,True,False,False,zone1_precinct,True,True,True,67.39518755910477,5.726594515078281,22.391509929599664,0.3887779762530209,0.0,3.0892087842807605,0.2311652831774719,0.1365976673321425,0.315225386151098,0.10507512871703267,0.2206577703057686,0.0,61.66859304402649,73.12178207418305,Strong Dem,37.165073027214454,37.348035057958725,62.397512015832625,0.2544529262086514,886,25.049476957873907,La Forte,Sanchez Bautista,Safe,False,98423,3.606166269040191,Extra Large,2.7157600427613997,4.4697828904731045,2.2222222222222223,3.5936722107637444
4502,9389.0,5796.0,535.0,2479.0,48.0,3.0,341.0,37.0,16.0,56.0,22.0,55.0,1.0,1485.0,1368.0,6.0,2859.0,1485,1368,6,2859,False,True,False,False,zone1_precinct,True,True,True,61.731813824688466,5.698157418255406,26.40323783150495,0.511236553413569,0.03195228458834806,3.63190968154223,0.39407817658962613,0.1704121844711897,0.5964426456491639,0.2343167536478858,0.5857918841197146,0.010650761529449356,56.03365640643306,67.42997124294388,Strong Dem,30.45052721269571,51.941238195173135,47.8488982161595,0.2098635886673662,117,4.092339979013642,Sanchez Bautista,La Forte,Toss-up,True,98423,2.914907934177525,Extra Large,3.0529172320217097,2.7705767984445884,1.4814814814814816,2.904808835333205
4503,9227.0,5103.0,771.0,2790.0,52.0,8.0,341.0,39.0,15.0,45.0,18.0,45.0,0.0,1297.0,972.0,13.0,2282.0,1297,972,13,2282,False,True,False,False,zone1_precinct,True,True,True,55.30508290885445,8.355911997398938,30.237346916657636,0.5635634550774901,0.08670207001192154,3.695675734258155,0.42267259130811746,0.16256638127235287,0.48769914381705864,0.19507965752682346,0.48769914381705864,0.0,46.94917091145551,63.66099490625339,Strong Dem,24.73176547090062,56.83610867659947,42.59421560035057,0.5696757230499562,325,14.241893076248905,Sanchez Bautista,La Forte,Safe,False,98423,2.3266246609979406,Extra Large,2.6664199662842814,1.9685677252106286,3.2098765432098766,2.318563750342908
4504,629.0,334.0,76.0,158.0,7.0,0.0,36.0,4.0,1.0,3.0,3.0,7.0,0.0,,,,,0,0,0,0,False,False,True,False,other_precinct,True,False,False,53.10015898251193,12.082670906200319,25.119236883942765,1.1128775834658187,0.0,5.723370429252783,0.6359300476947536,0.1589825119236884,0.47694753577106513,0.47694753577106513,1.1128775834658187,0.0,41.01748807631161,65.18282988871225,Strong Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Small,0.0,0.0,0.0,0.0
4505,3107.0,1674.0,167.0,1032.0,31.0,0.0,123.0,11.0,10.0,20.0,11.0,27.0,1.0,364.0,266.0,0.0,630.0,364,266,0,630,False,True,False,False,zone1_precinct,True,True,True,53.878339233987774,5.3749597682652075,33.21532024460895,0.9977470228516253,0.0,3.9588027035725784,0.3540392661731574,0.32185387833923396,0.6437077566784679,0.3540392661731574,0.8690054715159318,0.0321853878339234,48.50337946572257,59.25329900225298,Strong Dem,20.276794335371743,57.77777777777777,42.22222222222222,0.0,98,15.555555555555555,Sanchez Bautista,La Forte,Safe,False,98423,0.642319691686548,Large,0.7483244932362978,0.5387232663642255,0.0,0.6400942869044837
4506,9497.0,5437.0,646.0,2817.0,75.0,3.0,298.0,57.0,25.0,50.0,28.0,59.0,2.0,1259.0,1073.0,16.0,2348.0,1259,1073,16,2348,False,True,False,False,zone1_precinct,True,True,True,57.249657786669474,6.802148046751606,29.66199852585027,0.7897230704432979,0.031588922817731915,3.1378329998947034,0.6001895335369064,0.2632410234810993,0.5264820469621986,0.2948299462988312,0.6212488154153943,0.021059281878487945,50.44750973991787,64.05180583342108,Strong Dem,24.723596925344847,53.620102214650764,45.6984667802385,0.6814310051107325,186,7.921635434412266,Sanchez Bautista,La Forte,Competitive,True,98423,2.393915295365103,Extra Large,2.5882981785288433,2.173120544394038,3.950617283950617,2.3856212470662346
4507,509.0,206.0,55.0,212.0,2.0,0.0,18.0,2.0,4.0,3.0,0.0,7.0,0.0,,,,,0,0,0,0,False,False,True,False,other_precinct,True,False,False,40.47151277013752,10.805500982318271,41.650294695481335,0.3929273084479371,0.0,3.536345776031434,0.3929273084479371,0.7858546168958742,0.5893909626719057,0.0,1.37524557956778,0.0,29.66601178781925,51.277013752455794,Strong Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Small,0.0,0.0,0.0,0.0
4508,8671.0,3637.0,1117.0,3307.0,70.0,10.0,352.0,47.0,21.0,34.0,18.0,56.0,2.0,,,,,0,0,0,0,False,False,True,False,other_precinct,True,False,False,41.944412409180025,12.88202052819744,38.13862299619421,0.8072886633606273,0.11532695190866105,4.059508707184869,0.542036673970707,0.2421865990081882,0.3921116364894475,0.20758851343558987,0.6458309306885018,0.02306539038173221,29.062391880982585,54.82643293737746,Strong Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Extra Large,0.0,0.0,0.0,0.0
4509,1241.0,542.0,209.0,411.0,6.0,0.0,55.0,8.0,2.0,1.0,1.0,6.0,0.0,,,,,0,0,0,0,False,False,True,False,other_precinct,True,False,False,43.674456083803385,16.841257050765513,33.11845286059629,0.4834810636583401,0.0,4.43190975020145,0.6446414182111201,0.16116035455278002,0.08058017727639001,0.08058017727639001,0.4834810636583401,0.0,26.83319903303787,60.5157131345689,Strong Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Medium,0.0,0.0,0.0,0.0
4601,7934.0,4827.0,425.0,2228.0,43.0,6.0,280.0,21.0,13.0,47.0,10.0,34.0,0.0,1210.0,1079.0,9.0,2298.0,1210,1079,9,2298,False,True,False,False,zone1_precinct,True,True,True,60.83942525838165,5.356692714897908,28.081673808923618,0.5419712629190825,0.07562389715149988,3.5291152004033273,0.2646836400302496,0.16385177716158306,0.5923871943534157,0.12603982858583312,0.4285354171918326,0.0,55.48273254348374,66.19611797327956,Strong Dem,28.963952609024453,52.65448215839861,46.9538729329852,0.39164490861618795,131,5.700609225413403,Sanchez Bautista,La Forte,Competitive,True,98423,2.3429375420566467,Extra Large,2.4875621890547266,2.1852721970187945,2.2222222222222223,2.3348201131849264
4602,7324.0,4236.0,423.0,2220.0,44.0,2.0,242.0,24.0,9.0,51.0,23.0,48.0,2.0,1269.0,728.0,10.0,2007.0,1269,728,10,2007,False,True,False,False,zone1_precinct,True,True,True,57.837247405789185,5.775532495903877,30.311305297651558,0.6007646095030038,0.027307482250136534,3.3042053522665213,0.3276897870016384,0.12288367012561442,0.6963407973784818,0.3140360458765702,0.6553795740032768,0.027307482250136534,52.06171490988531,63.61277990169306,Strong Dem,27.403058438012017,63.22869955156951,36.27304434479323,0.4982561036372696,541,26.955655206776285,Sanchez Bautista,La Forte,Safe,False,98423,2.0462470178014316,Extra Large,2.6088565437276428,1.474400518470512,2.4691358024691357,2.0391575139957125
4603,5308.0,2909.0,368.0,1692.0,38.0,3.0,180.0,26.0,10.0,35.0,14.0,32.0,1.0,834.0,501.0,6.0,1341.0,834,501,6,1341,False,True,False,False,zone1_precinct,True,True,True,54.804069329314245,6.932931424265259,31.876412961567446,0.7159005275056519,0.05651846269781462,3.391107761868877,0.48982667671439334,0.18839487565938207,0.6593820648078372,0.26375282592313487,0.6028636021100227,0.018839487565938208,47.87113790504898,61.73700075357951,Strong Dem,25.263752825923135,62.19239373601789,37.360178970917225,0.44742729306487694,333,24.832214765100673,Sanchez Bautista,La Forte,Safe,False,98423,1.367223343732795,Large,1.7145676575798692,1.0146629941672067,1.4814814814814816,1.3624864106966867
4604,7992.0,4043.0,636.0,2767.0,60.0,2.0,319.0,35.0,16.0,47.0,27.0,39.0,1.0,1074.0,655.0,13.0,1742.0,1074,655,13,1742,False,True,False,False,zone1_precinct,True,True,True,50.58808808808809,7.957957957957958,34.62212212212212,0.7507507507507507,0.025025025025025023,3.991491491491492,0.43793793793793795,0.20020020020020018,0.5880880880880881,0.33783783783783783,0.487987987987988,0.012512512512512512,42.630130130130134,58.54604604604605,Strong Dem,21.796796796796798,61.653272101033295,37.60045924225029,0.7462686567164178,419,24.052812858783007,Sanchez Bautista,La Forte,Safe,False,98423,1.7760649252666139,Extra Large,2.2079684223510547,1.326555411535969,3.2098765432098766,1.7699115044247788
4605,7356.0,3054.0,691.0,3093.0,62.0,15.0,237.0,53.0,21.0,43.0,19.0,68.0,0.0,664.0,413.0,20.0,1097.0,664,413,20,1097,False,True,False,False,zone1_precinct,True,True,True,41.517128874388256,9.393692224034801,42.04730831973899,0.8428493746601413,0.20391517128874387,3.2218597063621535,0.720500271886895,0.28548123980424145,0.5845568243610658,0.2582925502990756,0.9244154431756388,0.0,32.123436650353455,50.91082109842306,Strong Dem,14.912996193583469,60.52871467639015,37.64813126709207,1.8231540565177755,251,22.880583409298087,Sanchez Bautista,La Forte,Safe,False,98423,1.1184519075875288,Extra Large,1.3650754492002795,0.8364387556707712,4.938271604938271,1.1145768773559026
4606,7496.0,3045.0,727.0,3207.0,54.0,10.0,268.0,48.0,15.0,31.0,25.0,65.0,1.0,528.0,338.0,5.0,871.0,528,338,5,871,False,True,False,False,zone1_precinct,True,True,True,40.621664887940234,9.698505869797225,42.78281750266809,0.720384204909285,0.13340448239060831,3.575240128068303,0.6403415154749199,0.20010672358591247,0.41355389541088583,0.33351120597652084,0.8671291355389542,0.013340448239060833,30.92315901814301,50.32017075773746,Strong Dem,11.619530416221984,60.61997703788749,38.80597014925373,0.5740528128587831,190,21.814006888633756,Sanchez Bautista,La Forte,Safe,False,98423,0.8880324626333069,Extra Large,1.0854816824966078,0.6845430978613091,1.2345679012345678,0.8849557522123894
4607,5693.0,2288.0,543.0,2428.0,51.0,11.0,205.0,46.0,14.0,31.0,10.0,61.0,5.0,498.0,302.0,12.0,812.0,498,302,12,812,False,True,False,False,zone1_precinct,True,True,True,40.18970665729844,9.538029158615844,42.648867029685576,0.8958369927981732,0.19321974354470403,3.6009134024240295,0.8080098366414896,0.24591603723871422,0.5445283681714386,0.17565431231336728,1.0714913051115404,0.08782715615668364,30.651677498682595,49.72773581591428,Strong Dem,14.263130159845424,61.330049261083744,37.19211822660098,1.477832512315271,196,24.137931034482758,Sanchez Bautista,La Forte,Safe,False,98423,0.8278787137293285,Large,1.0238065869002098,0.6116331821127674,2.9629629629629632,0.8250104142324457
4608,60.0,25.0,8.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,7.0,4,3,0,7,False,True,False,False,zone1_precinct,True,True,True,41.66666666666667,13.333333333333334,40.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,28.333333333333336,55.00000000000001,Strong Dem,11.666666666666666,57.14285714285714,42.857142857142854,0.0,1,14.285714285714285,Sanchez Bautista,La Forte,Safe,False,98423,0.007136885463183867,Small,0.008223346079519757,0.006075826312378484,0.0,0.007112158743383151
4701,164.0,41.0,22.0,92.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,0,0,0,0,False,False,True,False,other_precinct,True,False,False,25.0,13.414634146341465,56.09756097560976,0.0,0.0,3.048780487804878,0.0,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.0,11.585365853658535,38.41463414634146,Lean Dem,0.0,0.0,0.0,0.0,0,0.0,No Data,No Data,No Election Data,False,98423,0.0,Small,0.0,0.0,0.0,0.0
4702,2907.0,1242.0,411.0,1035.0,27.0,4.0,129.0,15.0,10.0,6.0,2.0,25.0,1.0,2.0,2.0,0.0,4.0,2,2,0,4,False,True,False,False,zone1_precinct,True,True,True,42.72445820433436,14.138286893704851,35.60371517027864,0.9287925696594427,0.13759889920880633,4.437564499484004,0.5159958720330238,0.3439972480220158,0.20639834881320948,0.06879944960440317,0.8599931200550396,0.03439972480220158,28.58617131062951,56.86274509803921,Strong Dem,0.13759889920880633,50.0,50.0,0.0,0,0.0,Sanchez Bautista,La Forte,No Election Data,True,98423,0.004078220264676496,Medium,0.004111673039759878,0.004050550874918989,0.0,0.004064090710504659
