School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2018-2019,OREGON,4101620,Astoria SD 1,,,583,Mathematics,37,996,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101620,Astoria SD 1,,,584,Reading/Language Arts,53,994,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101660,Athena-Weston SD 29RJ,,,583,Mathematics,37,327,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101660,Athena-Weston SD 29RJ,,,584,Reading/Language Arts,54,328,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101710,Baker SD 5J,,,583,Mathematics,36,1902,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101710,Baker SD 5J,,,584,Reading/Language Arts,57,1914,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101800,Bandon SD 54,,,583,Mathematics,42,365,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101800,Bandon SD 54,,,584,Reading/Language Arts,57,371,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101830,Banks SD 13,,,583,Mathematics,39,561,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101830,Banks SD 13,,,584,Reading/Language Arts,55,560,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101920,Beaverton SD 48J,,,583,Mathematics,54,20949,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101920,Beaverton SD 48J,,,584,Reading/Language Arts,65,20877,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101980,Bend-LaPine Administrative SD 1,,,583,Mathematics,49,8693,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101980,Bend-LaPine Administrative SD 1,,,584,Reading/Language Arts,61,8885,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102040,Bethel SD 52,,,583,Mathematics,32,2839,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102040,Bethel SD 52,,,584,Reading/Language Arts,48,2820,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102160,Blachly SD 90,,,583,Mathematics,30-34,113,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102160,Blachly SD 90,,,584,Reading/Language Arts,35-39,116,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102190,Black Butte SD 41,,,583,Mathematics,21-39,17,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102190,Black Butte SD 41,,,584,Reading/Language Arts,40-59,17,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102310,Brookings-Harbor SD 17C,,,583,Mathematics,24,772,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102310,Brookings-Harbor SD 17C,,,584,Reading/Language Arts,44,783,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101740,Burnt River SD 30J,,,583,Mathematics,LT50,12,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101740,Burnt River SD 30J,,,584,Reading/Language Arts,GE50,11,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102580,Butte Falls SD 91,,,583,Mathematics,15-19,128,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102580,Butte Falls SD 91,,,584,Reading/Language Arts,40-44,128,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102610,Camas Valley SD 21J,,,583,Mathematics,30-34,110,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102610,Camas Valley SD 21J,,,584,Reading/Language Arts,45-49,110,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102640,Canby SD 86,,,583,Mathematics,40,2159,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102640,Canby SD 86,,,584,Reading/Language Arts,50,2188,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102780,Cascade SD 5,,,583,Mathematics,41,1206,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102780,Cascade SD 5,,,584,Reading/Language Arts,61,1219,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102800,Centennial SD 28J,,,583,Mathematics,31,3076,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102800,Centennial SD 28J,,,584,Reading/Language Arts,43,3060,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105760,Central Curry SD 1,,,583,Mathematics,42,223,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105760,Central Curry SD 1,,,584,Reading/Language Arts,54,224,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102910,Central Linn SD 552,,,583,Mathematics,40,331,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102910,Central Linn SD 552,,,584,Reading/Language Arts,53,331,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102940,Central Point SD 6,,,583,Mathematics,32,2511,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102940,Central Point SD 6,,,584,Reading/Language Arts,47,2521,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102840,Central SD 13J,,,583,Mathematics,26,1718,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102840,Central SD 13J,,,584,Reading/Language Arts,41,1732,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103260,Clatskanie SD 6J,,,583,Mathematics,23,346,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103260,Clatskanie SD 6J,,,584,Reading/Language Arts,36,345,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103270,Colton SD 53,,,583,Mathematics,30,311,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103270,Colton SD 53,,,584,Reading/Language Arts,46,310,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103330,Condon SD 25J,,,583,Mathematics,35-39,76,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103330,Condon SD 25J,,,584,Reading/Language Arts,60-64,76,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103660,Coos Bay SD 9,,,583,Mathematics,28,1645,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103660,Coos Bay SD 9,,,584,Reading/Language Arts,43,1657,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103390,Coquille SD 8,,,583,Mathematics,35,570,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103390,Coquille SD 8,,,584,Reading/Language Arts,53,580,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103420,Corbett SD 39,,,583,Mathematics,43,658,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103420,Corbett SD 39,,,584,Reading/Language Arts,57,659,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103480,Corvallis SD 509J,,,583,Mathematics,49,3302,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103480,Corvallis SD 509J,,,584,Reading/Language Arts,62,3347,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103540,Cove SD 15,,,583,Mathematics,50-54,158,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103540,Cove SD 15,,,584,Reading/Language Arts,65-69,158,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103690,Creswell SD 40,,,583,Mathematics,37,647,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103690,Creswell SD 40,,,584,Reading/Language Arts,51,648,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103720,Crook County SD,,,583,Mathematics,39,1578,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103720,Crook County SD,,,584,Reading/Language Arts,55,1579,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,583,Mathematics,35-39,120,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,584,Reading/Language Arts,45-49,120,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103840,Culver SD 4,,,583,Mathematics,35,368,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103840,Culver SD 4,,,584,Reading/Language Arts,51,370,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103860,Dallas SD 2,,,583,Mathematics,32,1674,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103860,Dallas SD 2,,,584,Reading/Language Arts,48,1687,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103940,David Douglas SD 40,,,583,Mathematics,34,5272,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103940,David Douglas SD 40,,,584,Reading/Language Arts,49,5234,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103990,Dayton SD 8,,,583,Mathematics,32,523,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103990,Dayton SD 8,,,584,Reading/Language Arts,41,517,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104020,Dayville SD 16J,,,583,Mathematics,21-39,21,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104020,Dayville SD 16J,,,584,Reading/Language Arts,60-79,21,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104170,Diamond SD 7,,,583,Mathematics,PS,3,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104170,Diamond SD 7,,,584,Reading/Language Arts,PS,1,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104290,Double O SD 28,,,583,Mathematics,PS,2,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104290,Double O SD 28,,,584,Reading/Language Arts,PS,2,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103960,Douglas County SD 15,,,583,Mathematics,LE5,85,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103960,Douglas County SD 15,,,584,Reading/Language Arts,20-24,87,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4110710,Douglas County SD 4,,,583,Mathematics,38,3128,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4110710,Douglas County SD 4,,,584,Reading/Language Arts,53,3150,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104380,Drewsey SD 13,,,583,Mathematics,PS,1,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104380,Drewsey SD 13,,,584,Reading/Language Arts,.,0,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104410,Dufur SD 29,,,583,Mathematics,35-39,171,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104410,Dufur SD 29,,,584,Reading/Language Arts,60-64,171,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104500,Eagle Point SD 9,,,583,Mathematics,26,2140,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104500,Eagle Point SD 9,,,584,Reading/Language Arts,45,2142,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104530,Echo SD 5,,,583,Mathematics,50-54,139,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104530,Echo SD 5,,,584,Reading/Language Arts,65-69,140,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104590,Elgin SD 23,,,583,Mathematics,30-34,198,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104590,Elgin SD 23,,,584,Reading/Language Arts,50-54,199,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104620,Elkton SD 34,,,583,Mathematics,45-49,135,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104620,Elkton SD 34,,,584,Reading/Language Arts,55-59,135,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105080,Enterprise SD 21,,,583,Mathematics,45,217,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105080,Enterprise SD 21,,,584,Reading/Language Arts,66,218,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104700,Estacada SD 108,,,583,Mathematics,32,1205,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104700,Estacada SD 108,,,584,Reading/Language Arts,51,1210,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104740,Eugene SD 4J,,,583,Mathematics,47,8210,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104740,Eugene SD 4J,,,584,Reading/Language Arts,59,8313,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4100003,Falls City SD 57,,,583,Mathematics,10-14,92,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4100003,Falls City SD 57,,,584,Reading/Language Arts,20-24,91,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4104950,Fern Ridge SD 28J,,,583,Mathematics,37,797,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4104950,Fern Ridge SD 28J,,,584,Reading/Language Arts,53,797,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105160,Forest Grove SD 15,,,583,Mathematics,32,3184,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105160,Forest Grove SD 15,,,584,Reading/Language Arts,46,3156,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105250,Fossil SD 21J,,,583,Mathematics,36,441,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105250,Fossil SD 21J,,,584,Reading/Language Arts,64,442,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105310,Frenchglen SD 16,,,583,Mathematics,35-39,137,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105310,Frenchglen SD 16,,,584,Reading/Language Arts,50-54,140,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105430,Gaston SD 511J,,,583,Mathematics,39,297,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105430,Gaston SD 511J,,,584,Reading/Language Arts,57,297,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4100015,Gervais SD 1,,,583,Mathematics,35,669,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4100015,Gervais SD 1,,,584,Reading/Language Arts,46,656,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105610,Gladstone SD 115,,,583,Mathematics,35,1060,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105610,Gladstone SD 115,,,584,Reading/Language Arts,54,1073,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105640,Glendale SD 77,,,583,Mathematics,10-14,145,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105640,Glendale SD 77,,,584,Reading/Language Arts,30-34,146,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105670,Glide SD 12,,,583,Mathematics,39,398,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105670,Glide SD 12,,,584,Reading/Language Arts,57,402,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4105910,Grants Pass SD 7,,,583,Mathematics,39,3173,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4105910,Grants Pass SD 7,,,584,Reading/Language Arts,56,3191,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101120,Greater Albany Public SD 8J,,,583,Mathematics,37,4993,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101120,Greater Albany Public SD 8J,,,584,Reading/Language Arts,52,5013,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4106000,Gresham-Barlow SD 10J,,,583,Mathematics,32,6127,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4106000,Gresham-Barlow SD 10J,,,584,Reading/Language Arts,48,6143,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4102490,Harney County SD 3,,,583,Mathematics,28,459,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4102490,Harney County SD 3,,,584,Reading/Language Arts,41,457,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103600,Harney County SD 4,,,583,Mathematics,35-39,162,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103600,Harney County SD 4,,,584,Reading/Language Arts,55-59,161,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4103630,Harney County Union High SD 1J,,,583,Mathematics,LT50,15,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4103630,Harney County Union High SD 1J,,,584,Reading/Language Arts,60-79,17,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4106120,Harper SD 66,,,583,Mathematics,30-39,43,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4106120,Harper SD 66,,,584,Reading/Language Arts,30-39,43,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4100019,Harrisburg SD 7J,,,583,Mathematics,34,403,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4100019,Harrisburg SD 7J,,,584,Reading/Language Arts,40,405,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4106270,Helix SD 1,,,583,Mathematics,45-49,100,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4106270,Helix SD 1,,,584,Reading/Language Arts,55-59,100,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4106300,Hermiston SD 8,,,583,Mathematics,44,3021,,All Students,All Students,,All Grades,Mathematics,,
